aleph system no.,dom id,author (o),author (n),author_wikidata_url,author_wikidata_id,title (o),title (n),metadata,edition,other authors (o),other authors (n),series,subject,imprint (o),p year,p location,p name,type
14807237,lsidyv3a0f6533 -- lsidyv3a0f7475 -- lsidyv3a0f6cb0,"child, harry.","child, harry",,,"a cast for a crown. a dramatic story, etc. [electronic resource]","a cast for a crown. a dramatic story, etc.",,,,,,,"london : richard bentley, 1870.",1870,london,richard bentley,play
14807318,lsidyv34995105,"marlborough, john churchill, duke of, 1650-1722.","John Churchill, 1st Duke of Marlborough",https://www.wikidata.org/wiki/Q153803,Q153803,"john churchill, duke of marlborough. an historic play, in five acts. [in verse.] [electronic resource]","john churchill, duke of marlborough. an historic play, in five acts",[in verse.],,,,,,"leyburn : t. fall, 1820.",1820,leyburn,t. fall,play
14807328,lsidyv3530e60c,"cicero, marcus tullius.","cicero, marcus tullius",,,cicero. a drama. [in verse.] by the author of “moile's state trials” [i.e. henry bliss]. [electronic resource],cicero. a drama,[in verse.] by the author of “moile's state trials” [i.e. henry bliss],,"bliss, henry.","bliss, henry",,,"london : simpkin, marshall & co., 1846.",1846,london,simpkin marshall & co.,play
14807381,lsidyv394a84ba,"clarke, henry savile, and wagner (leopold)","clarke, henry savile, leopold",,,"the century reciter. humorous, serious, and dramatic selections. [electronic resource]","the century reciter. humorous, serious, and dramatic selections",,,"wagner, leopold, miscellaneous writer.","wagner, leopold",,,"london : f. warne & co., 1895.",1895,london,f. warne & co.,play
14807415,lsidyv3a409da8 -- lsidyv3a40b36d -- lsidyv3a40a880,"clayton, afterwards needham, ellen creathorne.","clayton, afterwards needham, ellen creathorne",,,playing for love. a story. [electronic resource],playing for love. a story,,,,,,,"london : tinsley bros., 1876.",1876,london,tinsley bros.,play
14807464,lsidyv3477e008,"clifford, w. k., mrs., d. 1929.","clifford, w. k",,,the likeness of the night. a modern play in four acts. [electronic resource],the likeness of the night. a modern play in four acts,,,,,,,"pp. viii. 146. a. & c. black: london, 1900.",1900,london,a. & c. black,play
14807563,lsidyv3494b053,"code, henry brereton.","code, henry brereton",,,"the patriot, or hermit of saxellen; a musical drama, in three acts, etc. (second edition.). [electronic resource]","the patriot, or hermit of saxellen; a musical drama, in three acts, etc.",(second edition.),,,,,,"dublin : printed for the author, 1811.",1811,dublin,printed for the author,play
14807564,lsidyv3494ab19,"code, henry brereton.","code, henry brereton",,,"the russian sacrifice, or burning of moscow, an historical and musical drama, in three acts, etc. [electronic resource]","the russian sacrifice, or burning of moscow, an historical and musical drama, in three acts, etc.",,,,,,,"dublin : printed for the author, 1813.",1813,dublin,printed for the author,play
14807565,lsidyv3494ae6a,"code, henry brereton.","code, henry brereton",,,"spanish patriots a thousand years ago. an historical drama. in three acts, etc. [electronic resource]","spanish patriots a thousand years ago. an historical drama. in three acts, etc.",,,,,,,"london : j. walker, 1812.",1812,london,j. walker,play
14807646,lsidyv350043a7,"collett, john, poet.","collett, john",,,the siren of warmington ... illustrated by lancelot speed. [a play.] [electronic resource],the siren of warmington,illustrated by lancelot speed. [a play.]..,,,,,,"london : bickers & son, 1889.",1889,london,bickers & son,play
14807689,lsidyv3b5afb0c -- lsidyv3b5b1003 -- lsidyv3b5b01b1,"collins, edward james mortimer.",Mortimer Collins,https://www.wikidata.org/wiki/Q1960794,Q1960794,you play me false. a novel. [electronic resource],you play me false. a novel,,,"collins, frances.","collins, frances",,,"london : r. bentley & son, 1878.",1878,london,r. bentley & son,play
14807709,lsidyv3493237f,"collins, wilkie, 1824-1889",Wilkie Collins,https://www.wikidata.org/wiki/Q210740,Q210740,miss gwilt: a drama in five acts. altered from the novel of “armadale.” by wilkie collins. [electronic resource],miss gwilt: a drama in five acts,altered from the novel of “armadale.” by wilkie collins,,,,,,"london, 1875.",1875,london,,play
14807725,lsidyv34933534,"collins, wilkie, 1824-1889",Wilkie Collins,https://www.wikidata.org/wiki/Q210740,Q210740,"the moonstone: a dramatic story, in three acts. altered from the novel for performance on the stage. by wilkie collins. [electronic resource]","the moonstone: a dramatic story, in three acts.",altered from the novel for performance on the stage. by wilkie collins,,,,,,"[london] : charles dickens & evans, 1877.",1877,london,charles dickens & evans,play
14807727,lsidyv34933b5e,"collins, wilkie, 1824-1889",Wilkie Collins,https://www.wikidata.org/wiki/Q210740,Q210740,"the new magdalen: a dramatic story, in a prologue and three acts. by wilkie collins, etc. [electronic resource]","the new magdalen: a dramatic story, in a prologue and three acts","by wilkie collins, etc.",,,,,,"london : published by the author, 1873.",1873,london,published by the author,play
14807728,lsidyv34932a2d,"collins, wilkie, 1824-1889",Wilkie Collins,https://www.wikidata.org/wiki/Q210740,Q210740,"no name: a drama, in four acts. altered from the novel for performance on the stage. by wilkie collins. [electronic resource]","no name: a drama, in four acts.",altered from the novel for performance on the stage. by wilkie collins,,,,,,"london : published by the author, 1870.",1870,london,published by the author,play
14807736,lsidyv349330c3,"collins, wilkie, 1824-1889",Wilkie Collins,https://www.wikidata.org/wiki/Q210740,Q210740,"the woman in white. a drama, in a prologue and four acts. altered from the novel for performance on the stage. by wilkie collins. [electronic resource]","the woman in white. a drama, in a prologue and four acts.",altered from the novel for performance on the stage. by wilkie collins,,,,,,"london : published by the author, 1871.",1871,london,published by the author,play
14807970,lsidyv3b93e9d9 -- lsidyv3b93f0ba -- lsidyv353d816e,"corelli, marie, 1855-1924.",Marie Corelli,https://www.wikidata.org/wiki/Q263254,Q263254,wormwood. a drama of paris. [electronic resource],wormwood. a drama of paris,,,,,,,"london : richard bentley & son, 1890.",1890,london,richard bentley & son,play
14807978,lsidyv317238a1 -- lsidyv3172c44f -- lsidyv31728425,"corkran, john frazer.",John Frazer Corkran,https://www.wikidata.org/wiki/Q64685615,Q64685615,playing on the brink. a novel. [electronic resource],playing on the brink. a novel,,,,,,,"london : t. cautley newby, 1867.",1867,london,t. cautley newby,play
14807994,lsidyv342aabd4,"cornwall, barry, 1787-1874.",Charles Lamb,https://www.wikidata.org/wiki/Q372984,Q372984,"marcian colonna, an italian tale. with three dramatic scenes, and other poems. [electronic resource]","marcian colonna, an italian tale. with three dramatic scenes, and other poems",,,,,,,"london : john warren; c. & j. ollier, 1820.",1820,london,john warren c. & j. ollier,play
14808012,lsidyv349b86a1,"cossa, pietro.",Pietro Cossa,,,nero. a play in five acts. translated and adapted ... by frances eleanor trollope. [electronic resource],nero. a play in five acts,translated and adapted by frances eleanor trollope...,,"trollope, frances eleanor.","trollope, frances eleanor",,,"rome, 1881.",1881,rome,,play
14808050,lsidyv34930621,"coupland, john arthur.","coupland, john arthur",,,louis the eleventh. a drama. [electronic resource],louis the eleventh. a drama,,,"scott, walter, sir, 1771-1832","scott, walter",,,"london : elliot stock, 1889.",1889,london,elliot stock,play
14808117,lsidyv34ed64fa,"coxhead, s. a.","coxhead, s. a",,,"shades of the choir-carvers of amiens. [with “persephone.” two plays, in verse.] [electronic resource]",shades of the choir-carvers of amiens,"[with “persephone.” two plays, in verse.]",,,,,,"london : digby, long & co., [1896.].",1896,london,digby long & co.,play
14808135,lsidyv34939f7f,"hogg, james, 1770-1835.",James Hogg,https://www.wikidata.org/wiki/Q941810,Q941810,"the hunting of badlewe, a dramatic tale. [in verse.] [electronic resource]","the hunting of badlewe, a dramatic tale",[in verse.],,,,,,"london; george goldie edinburgh : henry colburn, 1814.",1814,london,george goldie  henry colburn,play
14808250,lsidyv34ec97b2,"cresswell, i. s.","cresswell, i. s",,,"the king's banner; or aimèz loyauté: an original semi-historical drama, in four acts and several tableaux. period-the civil war from 1648 to 1660. with five illustrations by captain cresswell. [electronic resource]","the king's banner; or aimèz loyauté: an original semi-historical drama, in four acts and several tableaux.",period-the civil war from 1648 to 1660. with five illustrations by captain cresswell,,,,,,"london; dublin [printed] : henry s. king & co., 1873.",1873,london,dublin   henry s. king & co.,play
14808269,lsidyv3990bdb0,"crockett, samuel rutherford.",Samuel Rutherford Crockett,https://www.wikidata.org/wiki/Q981852,Q981852,"the playactress, and mad sir uchtred of the hills. [electronic resource]","the playactress, and mad sir uchtred of the hills",,,,,,,"london : t. fisher unwin, 1899.",1899,london,t. fisher unwin,play
14808357,lsidyv3499b4d9,"cross, thomas, of cambridge.","cross, thomas",,,"edric the forester. an historical play, in five acts. [electronic resource]","edric the forester. an historical play, in five acts",,,,,,,"cambridge : t. stevenson, 1842.",1842,cambridge,t. stevenson,play
14808509,lsidyv349400d8,,,,,"custom's-fallacy, a dramatic sketch in three acts. never performed. [by james m. grant.] [electronic resource]","custom's-fallacy, a dramatic sketch in three acts",never performed [by james m. grant.],,,,,,"london : printed and published for the author by barker & son, 1805.",1805,london,printed and published for the author by barker & son,play
14808529,lsidyv39627637,,,,,"[cymon. a dramatic romance, etc. [by david garrick.]] [electronic resource]","cymon. a dramatic romance, etc.",[by david garrick.],a new edition,"garrick, david.","garrick, david",,,"london : t. becket & p. a. de hondt, 1770.",1770,london,t. becket & p. a. de hondt,play
14808840,lsidyv345ca257,"day, john, dramatist.","day, john",,,"the isle of guls. as it hath been often played in the blacke fryars, by the children of the reuels. [electronic resource]",the isle of guls.,"as it hath been often played in the blacke fryars, by the children of the reuels",,,,,,"london : iohn hodgets, 1606.",1606,london,iohn hodgets,play
14808919,lsidyv34f6b536 -- lsidyv34f6cc0e -- lsidyv34f6d905 -- lsidyv34f6ea40 -- lsidyv34f6e27a,"dekker, thomas, approximately 1572-1632.",Thomas Dekker,https://www.wikidata.org/wiki/Q336189,Q336189,"the non-dramatic works of thomas dekker ... for the first time collected and edited, with memorial introduction, notes and illustrations, etc., by the rev. alexander b. grosart. [electronic resource]",the non-dramatic works of thomas dekker,"for the first time collected and edited, with memorial introduction, notes and illustrations, etc., by the rev. alexander b. grosart...",,,,Huth Library,,"london & aylesbury : printed for private circulation only, 1884-86.",1884,london & aylesbury,printed for private circulation only,play
14808934,lsidyv349cf13a,"delap, john.","delap, john",,,"dramatic poems, comprising the following tragedies: gunilda, usurper, matilda, and abdalla. [electronic resource]","dramatic poems, comprising the following tragedies: gunilda, usurper, matilda, and abdalla",,,,,,,"lewes : w. & a. lee, 1803.",1803,lewes,w. & a. lee,play
14808945,lsidyv3a60e5a7,"de lisle, percy.","de lisle, percy",,,the hero of the pelican. an ocean drama. [a novel.] [electronic resource],the hero of the pelican. an ocean drama,[a novel.],,,,,,"london : digby, long & co., [1894.].",1894,london,digby long & co.,play
14809086,lsidyv308aea9a -- lsidyv308b0fc7 -- lsidyv3508a312,"dickens, charles, 1812-1870",Charles Dickens,https://www.wikidata.org/wiki/Q5686,Q5686,"the plays and poems of charles dickens, with a few miscellanies in prose. now first collected, edited, prefaced and annotated [together with “the bibliography of dickens”] by richard herne shepherd. [electronic resource]","the plays and poems of charles dickens, with a few miscellanies in prose","[together with “the bibliography of dickens”]  now first collected, edited, prefaced and annotated by richard herne shepherd",,"shepherd, richard herne, miscellaneous writer.","shepherd, richard herne",,,"london : w. h. allen & co., 1885.",1885,london,w. h. allen & co.,play
14809159,lsidyv3ad91378 -- lsidyv3ad94dc5,"digges, west, novelist.","digges, west",,,a poor player. a story of kent. [electronic resource],a poor player. a story of kent,,,,,,,"2 vol. remington & co.: london, 1888.",1888,london,remington & co.,play
14809173,lsidyv315d5373,"dimond, william.",William Dimond,https://www.wikidata.org/wiki/Q18546954,Q18546954,"adrian and orrila; or, a mother's vengeance. a play, in five acts, etc. [electronic resource]","adrian and orrila; or, a mother's vengeance. a play, in five acts, etc.",,,,,,,"london : 95. t. cadell & w. davies, 1806.",1806,london,t. cadell & w. davies,play
14809174,lsidyv34ec3bd0,"dimond, william.",William Dimond,https://www.wikidata.org/wiki/Q18546954,Q18546954,"the conquest of taranto; or st. clara's eve, a play, etc. [electronic resource]","the conquest of taranto; or st. clara's eve, a play, etc.",,,,,,,"london : j. barker, 1817.",1817,london,j. barker,play
14809175,lsidyv3a537b24,"dimond, william.",William Dimond,https://www.wikidata.org/wiki/Q18546954,Q18546954,"the doubtful son, or secrets of a palace; a play, in five acts, etc. [electronic resource]","the doubtful son, or secrets of a palace; a play, in five acts, etc.",,,,,,,"london : w. h. wyatt, 1810.",1810,london,w. h. wyatt,play
14809176,lsidyv315d227b,"dimond, william.",William Dimond,https://www.wikidata.org/wiki/Q18546954,Q18546954,"the foundling of the forest: a play in three acts, etc. [electronic resource]","the foundling of the forest: a play in three acts, etc.",,,,,,,"london : longman, hurst, rees, & orme, 1809.",1809,london,longman hurst rees & orme,play
14809177,lsidyv34ebf616,"dimond, william.",William Dimond,https://www.wikidata.org/wiki/Q18546954,Q18546954,"[the hero of the north, an historical play, etc.] [electronic resource]","the hero of the north, an historical play, etc.",,"another edition.gustavus vasa, the hero of the north,  a new edition",,,,,"london : j. barker, 1811.",1811,london,j. barker,play
14809181,lsidyv3493aa37,"dimond, william.",William Dimond,https://www.wikidata.org/wiki/Q18546954,Q18546954,"the royal oak, an historical play, etc. [electronic resource]","the royal oak, an historical play, etc.",,,,,,,"london : j. barker, 1811.",1811,london,j. barker,play
14809217,lsidyv3990a319,"dixon, thomas, of newcastle-upon-tyne?.","dixon, thomas",,,"the portrait of religion in newcastle: being a clerical, satirical and allegorical drama. second edition. [electronic resource]","the portrait of religion in newcastle: being a clerical, satirical and allegorical drama.",second edition,,,,,,"newcastle-upon-tyne, 1836.",1836,newcastle-upon-tyne,,play
14809250,lsidyv3a9865b3,"dobson, henry austin.",Austin Dobson,https://www.wikidata.org/wiki/Q3595615,Q3595615,"proverbs in porcelain: to which is added, “au revoir,” a dramatic vignette. (illustrated by bernard partridge.) l.p. [electronic resource]",proverbs in porcelain,"to which is added, “au revoir,” a dramatic vignette. (illustrated by bernard partridge.) l.p",,"partridge, j. bernard, sir.","partridge, j. bernard",,,"london : kegan paul & co., 1893.",1893,london,kegan paul & co.,play
14809267,lsidyv345a4b5f -- lsidyv345ab2de -- lsidyv345a572e -- lsidyv338e9f66 -- lsidyv345a4115 -- lsidyv345a8f48 -- lsidyv345a8363 -- lsidyv345a619e -- lsidyv345a7809 -- lsidyv345a9a61 -- lsidyv345a6c03 -- lsidyv345aa8cd,"dodsley, robert, 1703-1764.",Robert Dodsley,https://www.wikidata.org/wiki/Q3434980,Q3434980,[a select collection of old plays. [edited by r. d.]] [electronic resource],a select collection of old plays,[edited by r. d.],"new edition, with additional notes and corrections, by i. reed, o. gilchrist, and the editor j. p. collier","collier, john payne, 1789-1883 -- gilchrist, octavius graham. -- reed, isaac, of staple inn.","collier, john payne |gilchrist, octavius graham |reed, isaac",,,"london, 1825-27.",1825,london,,play
14809268,lsidyv315e0283,"dodsley, robert, 1703-1764.",Robert Dodsley,https://www.wikidata.org/wiki/Q3434980,Q3434980,sir john cockle at court. being the sequel of the king and the miller of mansfield. a dramatick tale. [electronic resource],sir john cockle at court. being the sequel of the king and the miller of mansfield. a dramatick tale,,,,,,,"london, 1738.",1738,london,,play
14809290,lsidyv3a441724,"donnelly, h. grattan.",Henry Grattan Donnelly,https://www.wikidata.org/wiki/Q5722153,Q5722153,"darkest russia. a novel ... from the ... play of that name written by mr. donnelly, etc. [electronic resource]",darkest russia. a novel,"from the...play of that name written by mr. donnelly, etc.",,,,,,"london, [printed in america : aldine publishing co., 1896.].",1896,london,printed in america  aldine publishing co. .,play
14809363,lsidyv345cdc77,"dover, john.","dover, john",,,"the roman generalls; or, the distressed ladies. [a drama, in five acts and in verse.] [electronic resource]","the roman generalls; or, the distressed ladies","[a drama, in five acts and in verse.]",,,,,,"london, 1667.",1667,london,,play
14809445,lsidyv3030ae19,"drinkwater, albert e.","drinkwater, albert e",,,plays and poems. [electronic resource],plays and poems,,,,,,,"london; edinburgh [printed : griffith & co., 1885].",1885,london,edinburgh printed  griffith & co.,play
14809448,lsidyv3c0f3758,"druery, john henry.","druery, john henry",,,"[twenty-four views displaying the beauties of yarmouth and its environs, extending from caister castle to lowestoft light-house ... by j. lambert ... with a concise description ... and an historical notice of yarmouth by j. h. d.] [electronic resource]","twenty-four views displaying the beauties of yarmouth and its environs, extending from caister castle to lowestoft light-house",by j. lambert...with a concise description ... and an historical notice of yarmouth by j. h. d,"another edition. graphic illustrations of great yarmouth and its environs, 24 plates engraved, by j. lambert  with a descriptive index by j. h. d.","lambert, joseph, artist.","lambert, joseph",,,"yarmouth, 1822.",1822,yarmouth,,play
14809476,lsidyv3a583749,"dryden, john, 1631-1700.",John Dryden,https://www.wikidata.org/wiki/Q213355,Q213355,"the vindication: or the parallel of the french holy-league, and the english league and covenant, turn'd into a seditious libell against the king and his royal highness, by thomas hunt and the author of the reflections upon the pretended parallel in the play called the duke of guise. written by mr. dryden. [electronic resource]","the vindication: or the parallel of the french holy-league, and the english league and covenant","turn'd into a seditious libell against the king and his royal highness, by thomas hunt and the author of the reflections upon the pretended parallel in the play called the duke of guise. written by mr. dryden",,"hunt, thomas, a lawyer.","hunt, thomas",,,"printed for jacob tonson : london, 1683.",1683,london,printed for jacob tonson,play
